"State or other
geographic area",Beer,Wine,Spirits,All beverages,"U.S. decile for all beverages
"
Ohio.1990,1.34 ,0.22 ,0.53 ,2.09 ,8 
Ohio.1989,1.35 ,0.22 ,0.50 ,2.07 ,8 
Ohio.1988,1.34 ,0.24 ,0.54 ,2.11 ,8 
Ohio.1987,1.35 ,0.24 ,0.59 ,2.17 ,8 
Ohio.1986,1.32 ,0.25 ,0.60 ,2.17 ,8 
Ohio.1985,1.37 ,0.25 ,0.59 ,2.20 ,8 
Ohio.1984,1.41 ,0.25 ,0.61 ,2.26 ,8 
Ohio.1983,1.36 ,0.22 ,0.65 ,2.22 ,8 
Ohio.1982,1.40 ,0.22 ,0.66 ,2.28 ,8 
Ohio.1981,1.35 ,0.22 ,0.68 ,2.25 ,8 
Ohio.1980,1.39 ,0.22 ,0.72 ,2.33 ,8 
Ohio.1979,1.36 ,0.20 ,0.71 ,2.26 ,8 
Ohio.1978,1.19 ,0.20 ,0.70 ,2.09 ,9 
Ohio.1977,1.17 ,0.18 ,0.70 ,2.04 ,9 
Oklahoma.2009,1.18 ,0.18 ,0.58 ,1.95 ,9 
Oklahoma.2008,1.23 ,0.18 ,0.58 ,1.99 ,9 
Oklahoma.2007,1.18 ,0.17 ,0.58 ,1.93 ,9 
Oklahoma.2006,1.15 ,0.17 ,0.57 ,1.88 ,10 
Oklahoma.2005,1.09 ,0.16 ,0.55 ,1.81 ,10 
Oklahoma.2004,1.10 ,0.13 ,0.45 ,1.69 ,10 
Oklahoma.2003,1.06 ,0.13 ,0.73 ,1.93 ,9 
Oklahoma.2002,1.11 ,0.13 ,0.58 ,1.82 ,10 
Oklahoma.2001,1.11 ,0.12 ,0.43 ,1.65 ,10 
Oklahoma.2000,1.13 ,0.12 ,0.44 ,1.69 ,10 
Oklahoma.1999,1.11 ,0.12 ,0.44 ,1.68 ,10 
Oklahoma.1998,1.12 ,0.12 ,0.43 ,1.68 ,10 
Oklahoma.1997,1.10 ,0.12 ,0.43 ,1.65 ,10 
Oklahoma.1996,1.09 ,0.12 ,0.45 ,1.66 ,10 
Oklahoma.1995,1.10 ,0.12 ,0.44 ,1.66 ,10 
Oklahoma.1994,1.15 ,0.13 ,0.50 ,1.78 ,9 
Oklahoma.1993,1.11 ,0.11 ,0.48 ,1.70 ,10 
Oklahoma.1992,1.13 ,0.13 ,0.55 ,1.81 ,9 
Oklahoma.1991,1.09 ,0.13 ,0.54 ,1.76 ,10 
Oklahoma.1990,1.12 ,0.14 ,0.55 ,1.81 ,10 
Oklahoma.1989,1.05 ,0.13 ,0.53 ,1.70 ,10 
Oklahoma.1988,1.05 ,0.14 ,0.50 ,1.69 ,10 
Oklahoma.1987,1.04 ,0.15 ,0.57 ,1.76 ,10 
Oklahoma.1986,1.04 ,0.15 ,0.61 ,1.80 ,10 
Oklahoma.1985,1.04 ,0.15 ,0.68 ,1.87 ,10 
Oklahoma.1984,1.01 ,0.16 ,0.74 ,1.91 ,9 
Oklahoma.1983,1.05 ,0.16 ,0.77 ,1.98 ,9 
Oklahoma.1982,1.17 ,0.16 ,0.83 ,2.17 ,8 
Oklahoma.1981,1.14 ,0.16 ,0.83 ,2.13 ,9 
Oklahoma.1980,1.08 ,0.16 ,0.71 ,1.95 ,9 
Oklahoma.1979,1.05 ,0.13 ,0.80 ,1.98 ,9 
Oklahoma.1978,1.08 ,0.14 ,0.82 ,2.04 ,9 
Oklahoma.1977,1.07 ,0.14 ,0.78 ,1.98 ,9 
Oregon.2009,1.28 ,0.49 ,0.82 ,2.59 ,4 
Oregon.2008,1.21 ,0.49 ,0.82 ,2.53 ,4 
Oregon.2007,1.29 ,0.49 ,0.81 ,2.59 ,3 
Oregon.2006,1.26 ,0.49 ,0.78 ,2.53 ,4 
Oregon.2005,1.23 ,0.48 ,0.74 ,2.46 ,4 
Oregon.2004,1.22 ,0.49 ,0.71 ,2.42 ,4 
Oregon.2003,1.20 ,0.47 ,0.68 ,2.35 ,5 
Oregon.2002,1.22 ,0.46 ,0.66 ,2.34 ,5 
Oregon.2001,1.22 ,0.43 ,0.65 ,2.30 ,5 
Oregon.2000,1.20 ,0.44 ,0.64 ,2.28 ,5 
Oregon.1999,1.21 ,0.43 ,0.63 ,2.27 ,5 
Oregon.1998,1.20 ,0.43 ,0.61 ,2.25 ,5 
Oregon.1997,1.19 ,0.44 ,0.60 ,2.24 ,5 
Oregon.1996,1.23 ,0.44 ,0.61 ,2.27 ,5 
Oregon.1995,1.21 ,0.42 ,0.59 ,2.23 ,5 
Oregon.1994,1.23 ,0.37 ,0.62 ,2.21 ,6 
Oregon.1993,1.24 ,0.43 ,0.64 ,2.31 ,5 
Oregon.1992,1.29 ,0.46 ,0.67 ,2.41 ,4 
Oregon.1991,1.28 ,0.44 ,0.67 ,2.38 ,5 
Oregon.1990,1.32 ,0.47 ,0.73 ,2.51 ,5 
Oregon.1989,1.26 ,0.46 ,0.69 ,2.41 ,6 
Oregon.1988,1.27 ,0.51 ,0.71 ,2.48 ,5 
Oregon.1987,1.26 ,0.53 ,0.72 ,2.50 ,6 
Oregon.1986,1.26 ,0.54 ,0.73 ,2.54 ,6 
Oregon.1985,1.25 ,0.55 ,0.77 ,2.57 ,6 
Oregon.1984,1.28 ,0.53 ,0.82 ,2.63 ,6 
Oregon.1983,1.31 ,0.53 ,0.85 ,2.69 ,6 
Oregon.1982,1.33 ,0.53 ,0.88 ,2.74 ,6 
Oregon.1981,1.38 ,0.50 ,0.92 ,2.80 ,6 
Oregon.1980,1.37 ,0.51 ,0.94 ,2.82 ,5 
Oregon.1979,1.39 ,0.47 ,0.96 ,2.82 ,5 
Oregon.1978,1.34 ,0.47 ,0.98 ,2.79 ,5 
Oregon.1977,1.33 ,0.46 ,0.96 ,2.74 ,5 
Pennsylvania.2009,1.35 ,0.23 ,0.61 ,2.19 ,8 
Pennsylvania.2008,1.36 ,0.23 ,0.60 ,2.19 ,8 
Pennsylvania.2007,1.34 ,0.24 ,0.59 ,2.16 ,8 
Pennsylvania.2006,1.30 ,0.24 ,0.57 ,2.12 ,8 
Pennsylvania.2005,1.29 ,0.24 ,0.55 ,2.08 ,8 
Pennsylvania.2004,1.30 ,0.24 ,0.54 ,2.08 ,8 
Pennsylvania.2003,1.30 ,0.23 ,0.51 ,2.04 ,8 
Pennsylvania.2002,1.35 ,0.22 ,0.49 ,2.06 ,8 
Pennsylvania.2001,1.32 ,0.20 ,0.48 ,2.00 ,8 
Pennsylvania.2000,1.21 ,0.21 ,0.47 ,1.90 ,9 
Pennsylvania.1999,1.20 ,0.21 ,0.46 ,1.87 ,9 
Pennsylvania.1998,1.21 ,0.19 ,0.45 ,1.86 ,9 
Pennsylvania.1997,1.20 ,0.19 ,0.44 ,1.84 ,9 
Pennsylvania.1996,1.22 ,0.19 ,0.45 ,1.86 ,9 
Pennsylvania.1995,1.23 ,0.18 ,0.45 ,1.86 ,9 
Pennsylvania.1994,1.28 ,0.18 ,0.47 ,1.93 ,8 
Pennsylvania.1993,1.31 ,0.17 ,0.48 ,1.96 ,8 
Pennsylvania.1992,1.30 ,0.18 ,0.51 ,1.99 ,8 
Pennsylvania.1991,1.36 ,0.17 ,0.52 ,2.05 ,8 
Pennsylvania.1990,1.42 ,0.18 ,0.55 ,2.15 ,8 
Pennsylvania.1989,1.36 ,0.18 ,0.56 ,2.10 ,7 
Pennsylvania.1988,1.39 ,0.19 ,0.53 ,2.11 ,8 
Pennsylvania.1987,1.38 ,0.20 ,0.61 ,2.20 ,8 
Pennsylvania.1986,1.38 ,0.21 ,0.64 ,2.23 ,8 
Pennsylvania.1985,1.37 ,0.21 ,0.65 ,2.22 ,8 
Pennsylvania.1984,1.37 ,0.21 ,0.66 ,2.25 ,8 
Pennsylvania.1983,1.41 ,0.22 ,0.67 ,2.29 ,8 
Pennsylvania.1982,1.44 ,0.23 ,0.70 ,2.36 ,8 
Pennsylvania.1981,1.42 ,0.23 ,0.72 ,2.37 ,8 
Pennsylvania.1980,1.45 ,0.22 ,0.71 ,2.39 ,7 
Pennsylvania.1979,1.42 ,0.22 ,0.73 ,2.37 ,8 
Pennsylvania.1978,1.36 ,0.21 ,0.74 ,2.32 ,8 
Pennsylvania.1977,1.35 ,0.20 ,0.74 ,2.29 ,8 
RhodeIsland.2009,1.10 ,0.53 ,0.92 ,2.55 ,4 
RhodeIsland.2008,1.13 ,0.54 ,0.91 ,2.58 ,4 
RhodeIsland.2007,1.13 ,0.54 ,0.90 ,2.56 ,4 
RhodeIsland.2006,1.13 ,0.53 ,0.86 ,2.52 ,4 
RhodeIsland.2005,1.13 ,0.51 ,0.81 ,2.45 ,4 
RhodeIsland.2004,1.12 ,0.49 ,0.79 ,2.40 ,5 
RhodeIsland.2003,1.12 ,0.51 ,0.79 ,2.42 ,3 
RhodeIsland.2002,1.17 ,0.48 ,0.73 ,2.38 ,4 
RhodeIsland.2001,1.19 ,0.46 ,0.70 ,2.35 ,4 
RhodeIsland.2000,1.15 ,0.46 ,0.70 ,2.31 ,5 
RhodeIsland.1999,1.14 ,0.45 ,0.69 ,2.28 ,4 
RhodeIsland.1998,1.14 ,0.47 ,0.63 ,2.24 ,5 
RhodeIsland.1997,1.22 ,0.44 ,0.64 ,2.30 ,4 
RhodeIsland.1996,1.16 ,0.42 ,0.65 ,2.24 ,5 
RhodeIsland.1995,1.19 ,0.38 ,0.60 ,2.17 ,6 
RhodeIsland.1994,1.23 ,0.38 ,0.66 ,2.27 ,5 
RhodeIsland.1993,1.22 ,0.36 ,0.69 ,2.27 ,6 
RhodeIsland.1992,1.24 ,0.39 ,0.70 ,2.33 ,6 
RhodeIsland.1991,1.33 ,0.37 ,0.71 ,2.41 ,4 
RhodeIsland.1990,1.31 ,0.44 ,0.79 ,2.54 ,5 
RhodeIsland.1989,1.37 ,0.46 ,0.87 ,2.69 ,3 
RhodeIsland.1988,1.39 ,0.49 ,0.97 ,2.85 ,3 
RhodeIsland.1987,1.40 ,0.51 ,0.94 ,2.85 ,3 
RhodeIsland.1986,1.41 ,0.53 ,0.93 ,2.86 ,3 
RhodeIsland.1985,1.40 ,0.51 ,1.03 ,2.94 ,3 
RhodeIsland.1984,1.37 ,0.52 ,1.03 ,2.92 ,3 
RhodeIsland.1983,1.48 ,0.50 ,1.06 ,3.04 ,3 
RhodeIsland.1982,1.34 ,0.55 ,1.04 ,2.93 ,4 
RhodeIsland.1981,1.36 ,0.52 ,1.04 ,2.92 ,4 
RhodeIsland.1980,1.46 ,0.53 ,1.14 ,3.14 ,3 
RhodeIsland.1979,1.46 ,0.50 ,1.11 ,3.07 ,3 
RhodeIsland.1978,1.41 ,0.50 ,1.16 ,3.07 ,3 
RhodeIsland.1977,1.39 ,0.43 ,1.12 ,2.93 ,4 
SouthCarolina.2009,1.36 ,0.24 ,0.77 ,2.37 ,5 
SouthCarolina.2008,1.41 ,0.24 ,0.77 ,2.42 ,5 
SouthCarolina.2007,1.43 ,0.24 ,0.77 ,2.44 ,5 
SouthCarolina.2006,1.46 ,0.24 ,0.77 ,2.46 ,5 
SouthCarolina.2005,1.41 ,0.24 ,0.76 ,2.41 ,5 
SouthCarolina.2004,1.44 ,0.24 ,0.76 ,2.44 ,4 
SouthCarolina.2003,1.38 ,0.23 ,0.74 ,2.35 ,5 
SouthCarolina.2002,1.47 ,0.22 ,0.67 ,2.36 ,4 
SouthCarolina.2001,1.45 ,0.22 ,0.65 ,2.32 ,4 
SouthCarolina.2000,1.45 ,0.22 ,0.70 ,2.37 ,4 
SouthCarolina.1999,1.43 ,0.22 ,0.72 ,2.38 ,3 
SouthCarolina.1998,1.42 ,0.21 ,0.72 ,2.35 ,3 
SouthCarolina.1997,1.40 ,0.19 ,0.71 ,2.30 ,4 
SouthCarolina.1996,1.39 ,0.21 ,0.71 ,2.31 ,4 
SouthCarolina.1995,1.38 ,0.18 ,0.67 ,2.23 ,5 
SouthCarolina.1994,1.38 ,0.17 ,0.74 ,2.29 ,4 
SouthCarolina.1993,1.36 ,0.20 ,0.75 ,2.30 ,5 
SouthCarolina.1992,1.34 ,0.20 ,0.79 ,2.33 ,5 
SouthCarolina.1991,1.34 ,0.22 ,0.84 ,2.41 ,5 
SouthCarolina.1990,1.44 ,0.25 ,0.92 ,2.61 ,4 
SouthCarolina.1989,1.37 ,0.24 ,0.86 ,2.47 ,5 
SouthCarolina.1988,1.37 ,0.26 ,0.89 ,2.51 ,5 
SouthCarolina.1987,1.34 ,0.27 ,0.88 ,2.49 ,6 
SouthCarolina.1986,1.30 ,0.27 ,0.92 ,2.50 ,6 
SouthCarolina.1985,1.26 ,0.25 ,0.99 ,2.49 ,6 
SouthCarolina.1984,1.26 ,0.24 ,1.00 ,2.50 ,7 
SouthCarolina.1983,1.26 ,0.20 ,1.01 ,2.47 ,7 
SouthCarolina.1982,1.24 ,0.20 ,1.00 ,2.44 ,7 
SouthCarolina.1981,1.25 ,0.19 ,1.05 ,2.49 ,7 
SouthCarolina.1980,1.22 ,0.18 ,1.06 ,2.46 ,7 
SouthCarolina.1979,1.25 ,0.17 ,1.18 ,2.60 ,7 
SouthCarolina.1978,1.20 ,0.17 ,1.21 ,2.59 ,7 
SouthCarolina.1977,1.17 ,0.17 ,1.14 ,2.49 ,7 
SouthDakota.2009,1.53 ,0.22 ,0.88 ,2.62 ,3 
SouthDakota.2008,1.56 ,0.22 ,0.86 ,2.64 ,3 
SouthDakota.2007,1.51 ,0.22 ,0.86 ,2.59 ,4 
SouthDakota.2006,1.51 ,0.19 ,0.79 ,2.48 ,4 
SouthDakota.2005,1.50 ,0.19 ,0.83 ,2.52 ,3 
SouthDakota.2004,1.50 ,0.18 ,0.76 ,2.43 ,4 
SouthDakota.2003,1.51 ,0.16 ,0.73 ,2.40 ,4 
SouthDakota.2002,1.51 ,0.16 ,0.70 ,2.37 ,4 
SouthDakota.2001,1.46 ,0.15 ,0.71 ,2.31 ,4 
SouthDakota.2000,1.44 ,0.15 ,0.68 ,2.27 ,5 
SouthDakota.1999,1.43 ,0.14 ,0.70 ,2.27 ,5 
SouthDakota.1998,1.42 ,0.13 ,0.68 ,2.24 ,5 
SouthDakota.1997,1.36 ,0.13 ,0.69 ,2.18 ,6 
SouthDakota.1996,1.36 ,0.13 ,0.68 ,2.18 ,6 
SouthDakota.1995,1.34 ,0.12 ,0.73 ,2.20 ,6 
SouthDakota.1994,1.38 ,0.12 ,0.73 ,2.24 ,5 
SouthDakota.1993,1.35 ,0.12 ,0.73 ,2.20 ,6 
SouthDakota.1992,1.37 ,0.15 ,0.74 ,2.26 ,6 
SouthDakota.1991,1.37 ,0.15 ,0.76 ,2.27 ,6 
SouthDakota.1990,1.36 ,0.18 ,0.80 ,2.34 ,6 
SouthDakota.1989,1.25 ,0.15 ,0.70 ,2.09 ,8 
SouthDakota.1988,1.21 ,0.16 ,0.76 ,2.13 ,8 
SouthDakota.1987,1.24 ,0.19 ,0.79 ,2.22 ,8 
SouthDakota.1986,1.22 ,0.19 ,0.81 ,2.23 ,8 
SouthDakota.1985,1.22 ,0.18 ,0.94 ,2.34 ,8 
SouthDakota.1984,1.27 ,0.17 ,0.89 ,2.33 ,7 
SouthDakota.1983,1.30 ,0.17 ,0.95 ,2.43 ,7 
SouthDakota.1982,1.29 ,0.18 ,0.98 ,2.45 ,7 
SouthDakota.1981,1.32 ,0.19 ,1.05 ,2.56 ,7 
SouthDakota.1980,1.30 ,0.18 ,1.07 ,2.56 ,7 
SouthDakota.1979,1.23 ,0.17 ,1.04 ,2.44 ,7 
SouthDakota.1978,1.19 ,0.17 ,1.05 ,2.42 ,7 
SouthDakota.1977,1.15 ,0.17 ,1.06 ,2.38 ,7 
Tennessee.2009,1.05 ,0.21 ,0.57 ,1.83 ,10 
Tennessee.2008,1.10 ,0.20 ,0.57 ,1.87 ,10 
Tennessee.2007,1.13 ,0.20 ,0.56 ,1.89 ,10 
Tennessee.2006,1.14 ,0.19 ,0.56 ,1.89 ,9 
Tennessee.2005,1.19 ,0.19 ,0.55 ,1.93 ,9 
Tennessee.2004,1.21 ,0.18 ,0.53 ,1.92 ,9 
Tennessee.2003,1.26 ,0.18 ,0.52 ,1.96 ,9 
Tennessee.2002,1.17 ,0.17 ,0.51 ,1.85 ,9 
Tennessee.2001,1.13 ,0.16 ,0.50 ,1.79 ,9 
Tennessee.2000,1.21 ,0.15 ,0.50 ,1.86 ,9 
Tennessee.1999,1.21 ,0.15 ,0.49 ,1.86 ,9 
Tennessee.1998,1.19 ,0.15 ,0.50 ,1.84 ,9 
Tennessee.1997,1.16 ,0.16 ,0.50 ,1.82 ,9 
Tennessee.1996,1.18 ,0.15 ,0.51 ,1.84 ,9 
Tennessee.1995,1.18 ,0.15 ,0.52 ,1.84 ,9 
Tennessee.1994,1.18 ,0.15 ,0.53 ,1.86 ,9 
Tennessee.1993,1.20 ,0.14 ,0.54 ,1.87 ,9 
Tennessee.1992,1.21 ,0.14 ,0.56 ,1.90 ,9 
Tennessee.1991,1.19 ,0.13 ,0.54 ,1.87 ,9 
Tennessee.1990,1.22 ,0.14 ,0.60 ,1.96 ,9 
Tennessee.1989,1.18 ,0.14 ,0.59 ,1.90 ,9 
Tennessee.1988,1.20 ,0.14 ,0.60 ,1.95 ,9 
Tennessee.1987,1.17 ,0.15 ,0.62 ,1.94 ,9 
Tennessee.1986,1.17 ,0.16 ,0.63 ,1.96 ,9 
Tennessee.1985,1.11 ,0.16 ,0.67 ,1.94 ,9 
Tennessee.1984,1.11 ,0.15 ,0.70 ,1.95 ,9 
Tennessee.1983,1.10 ,0.14 ,0.69 ,1.93 ,10 
Tennessee.1982,1.13 ,0.14 ,0.70 ,1.96 ,10 
Tennessee.1981,1.14 ,0.13 ,0.72 ,1.98 ,10 
Tennessee.1980,1.10 ,0.12 ,0.69 ,1.92 ,9 
Tennessee.1979,1.14 ,0.11 ,0.73 ,1.98 ,9 
Tennessee.1978,1.16 ,0.11 ,0.72 ,1.99 ,9 
Tennessee.1977,1.10 ,0.10 ,0.71 ,1.91 ,10 
Texas.2009,1.42 ,0.28 ,0.58 ,2.29 ,7 
Texas.2008,1.44 ,0.27 ,0.58 ,2.29 ,7 
Texas.2007,1.41 ,0.27 ,0.56 ,2.25 ,7 
Texas.2006,1.43 ,0.26 ,0.55 ,2.24 ,7 
Texas.2005,1.42 ,0.25 ,0.53 ,2.19 ,7 
Texas.2004,1.45 ,0.24 ,0.52 ,2.21 ,6 
Texas.2003,1.46 ,0.23 ,0.51 ,2.19 ,6 
Texas.2002,1.50 ,0.22 ,0.50 ,2.21 ,6 
Texas.2001,1.51 ,0.21 ,0.49 ,2.21 ,6 
Texas.2000,1.53 ,0.22 ,0.50 ,2.25 ,6 
Texas.1999,1.54 ,0.20 ,0.49 ,2.23 ,6 
Texas.1998,1.53 ,0.23 ,0.49 ,2.25 ,5 
Texas.1997,1.54 ,0.20 ,0.47 ,2.22 ,5 
Texas.1996,1.56 ,0.22 ,0.49 ,2.26 ,5 
Texas.1995,1.55 ,0.19 ,0.49 ,2.23 ,5 
Texas.1994,1.60 ,0.20 ,0.51 ,2.31 ,4 
Texas.1993,1.60 ,0.20 ,0.53 ,2.33 ,4 
Texas.1992,1.65 ,0.24 ,0.55 ,2.45 ,4 
Texas.1991,1.60 ,0.25 ,0.55 ,2.40 ,5 
Texas.1990,1.64 ,0.26 ,0.58 ,2.47 ,6 
Texas.1989,1.62 ,0.26 ,0.58 ,2.46 ,5 
Texas.1988,1.61 ,0.28 ,0.59 ,2.47 ,6 
Texas.1987,1.61 ,0.29 ,0.61 ,2.51 ,6 
Texas.1986,1.67 ,0.31 ,0.65 ,2.63 ,5 
Texas.1985,1.68 ,0.30 ,0.73 ,2.70 ,5 
Texas.1984,1.74 ,0.28 ,0.79 ,2.82 ,4 
Texas.1983,1.73 ,0.27 ,0.79 ,2.79 ,5 
Texas.1982,1.83 ,0.18 ,0.84 ,2.85 ,4 
Texas.1981,1.84 ,0.24 ,0.85 ,2.93 ,4 
Texas.1980,1.77 ,0.22 ,0.81 ,2.80 ,6 
Texas.1979,1.76 ,0.14 ,0.87 ,2.77 ,5 
Texas.1978,1.70 ,0.14 ,0.84 ,2.68 ,6 
Texas.1977,1.63 ,0.14 ,0.81 ,2.58 ,6 
Utah.2009,0.70 ,0.17 ,0.46 ,1.33 ,10 
Utah.2008,0.75 ,0.17 ,0.46 ,1.37 ,10 
Utah.2007,0.75 ,0.16 ,0.43 ,1.34 ,10 
Utah.2006,0.71 ,0.16 ,0.43 ,1.30 ,10 
Utah.2005,0.69 ,0.16 ,0.41 ,1.26 ,10 
Utah.2004,0.75 ,0.15 ,0.39 ,1.28 ,10 
Utah.2003,0.77 ,0.15 ,0.39 ,1.31 ,10 
Utah.2002,0.78 ,0.14 ,0.39 ,1.31 ,10 
Utah.2001,0.76 ,0.14 ,0.39 ,1.29 ,10 
Utah.2000,0.77 ,0.11 ,0.40 ,1.27 ,10 
Utah.1999,0.79 ,0.10 ,0.38 ,1.27 ,10 
Utah.1998,0.73 ,0.10 ,0.37 ,1.20 ,10 
Utah.1997,0.76 ,0.10 ,0.39 ,1.25 ,10 
Utah.1996,0.77 ,0.10 ,0.37 ,1.24 ,10 
Utah.1995,0.75 ,0.09 ,0.37 ,1.21 ,10 
Utah.1994,0.76 ,0.09 ,0.38 ,1.24 ,10 
Utah.1993,0.78 ,0.11 ,0.39 ,1.28 ,10 
Utah.1992,0.79 ,0.12 ,0.42 ,1.33 ,10 
Utah.1991,0.80 ,0.12 ,0.43 ,1.34 ,10 
Utah.1990,0.80 ,0.12 ,0.46 ,1.39 ,10 
Utah.1989,0.82 ,0.13 ,0.47 ,1.42 ,10 
Utah.1988,0.83 ,0.14 ,0.49 ,1.45 ,10 
Utah.1987,0.84 ,0.15 ,0.50 ,1.49 ,10 
Utah.1986,0.89 ,0.17 ,0.52 ,1.58 ,10 
Utah.1985,0.90 ,0.15 ,0.53 ,1.58 ,10 
Utah.1984,0.88 ,0.14 ,0.52 ,1.53 ,10 
Utah.1983,0.88 ,0.14 ,0.50 ,1.52 ,10 
Utah.1982,1.01 ,0.15 ,0.55 ,1.71 ,10 
Utah.1981,1.01 ,0.15 ,0.58 ,1.74 ,10 
Utah.1980,0.96 ,0.14 ,0.60 ,1.71 ,10 
Utah.1979,0.97 ,0.16 ,0.62 ,1.75 ,10 
Utah.1978,0.96 ,0.15 ,0.61 ,1.72 ,10 
Utah.1977,0.97 ,0.14 ,0.59 ,1.70 ,10 
Vermont.2009,1.36 ,0.63 ,0.70 ,2.69 ,2 
Vermont.2008,1.37 ,0.62 ,0.71 ,2.70 ,3 
Vermont.2007,1.37 ,0.61 ,0.70 ,2.68 ,3 
Vermont.2006,1.35 ,0.58 ,0.69 ,2.62 ,3 
Vermont.2005,1.33 ,0.56 ,0.67 ,2.56 ,3 
Vermont.2004,1.32 ,0.54 ,0.66 ,2.52 ,3 
Vermont.2003,1.32 ,0.51 ,0.64 ,2.47 ,3 
Vermont.2002,1.32 ,0.49 ,0.63 ,2.44 ,3 
Vermont.2001,1.29 ,0.47 ,0.63 ,2.39 ,4 
Vermont.2000,1.23 ,0.47 ,0.63 ,2.34 ,4 
Vermont.1999,1.23 ,0.47 ,0.62 ,2.32 ,4 
Vermont.1998,1.25 ,0.47 ,0.62 ,2.34 ,4 
Vermont.1997,1.23 ,0.46 ,0.63 ,2.33 ,4 
Vermont.1996,1.29 ,0.46 ,0.64 ,2.38 ,3 
Vermont.1995,1.27 ,0.41 ,0.66 ,2.34 ,3 
Vermont.1994,1.34 ,0.42 ,0.74 ,2.50 ,3 
Vermont.1993,1.34 ,0.44 ,0.74 ,2.52 ,2 
Vermont.1992,1.35 ,0.44 ,0.78 ,2.57 ,3 
Vermont.1991,1.41 ,0.46 ,0.82 ,2.69 ,2 
Vermont.1990,1.47 ,0.48 ,0.85 ,2.80 ,2 
Vermont.1989,1.45 ,0.51 ,0.88 ,2.84 ,2 
Vermont.1988,1.51 ,0.56 ,0.93 ,3.00 ,2 
Vermont.1987,1.56 ,0.58 ,0.98 ,3.11 ,1 
Vermont.1986,1.55 ,0.59 ,1.04 ,3.17 ,1 
Vermont.1985,1.49 ,0.55 ,1.09 ,3.13 ,2 
Vermont.1984,1.48 ,0.49 ,1.15 ,3.12 ,2 
Vermont.1983,1.52 ,0.50 ,1.19 ,3.21 ,2 
Vermont.1982,1.49 ,0.50 ,1.25 ,3.24 ,2 
Vermont.1981,1.49 ,0.50 ,1.33 ,3.32 ,2 
Vermont.1980,1.43 ,0.48 ,1.39 ,3.30 ,2 
Vermont.1979,1.57 ,0.47 ,1.50 ,3.54 ,1 
Vermont.1978,1.53 ,0.47 ,1.59 ,3.59 ,1 
Vermont.1977,1.42 ,0.44 ,1.58 ,3.44 ,1 
Virginia.2009,1.11 ,0.43 ,0.59 ,2.13 ,8 
Virginia.2008,1.14 ,0.42 ,0.59 ,2.14 ,8 
Virginia.2007,1.13 ,0.41 ,0.58 ,2.13 ,8 
Virginia.2006,1.14 ,0.39 ,0.57 ,2.10 ,8 
Virginia.2005,1.13 ,0.38 ,0.55 ,2.06 ,8 
Virginia.2004,1.14 ,0.37 ,0.54 ,2.06 ,8 
Virginia.2003,1.14 ,0.36 ,0.53 ,2.03 ,8 
Virginia.2002,1.15 ,0.34 ,0.51 ,2.00 ,8 
Virginia.2001,1.15 ,0.32 ,0.50 ,1.98 ,8 
Virginia.2000,1.16 ,0.31 ,0.50 ,1.97 ,8 
Virginia.1999,1.18 ,0.32 ,0.47 ,1.96 ,8 
Virginia.1998,1.18 ,0.29 ,0.47 ,1.94 ,8 
Virginia.1997,1.13 ,0.29 ,0.48 ,1.90 ,8 
Virginia.1996,1.13 ,0.30 ,0.49 ,1.92 ,8 
Virginia.1995,1.15 ,0.29 ,0.49 ,1.93 ,8 
Virginia.1994,1.20 ,0.27 ,0.51 ,1.99 ,8 
Virginia.1993,1.24 ,0.27 ,0.54 ,2.05 ,8 
Virginia.1992,1.25 ,0.28 ,0.57 ,2.10 ,7 
Virginia.1991,1.20 ,0.28 ,0.58 ,2.06 ,8 
Virginia.1990,1.25 ,0.30 ,0.62 ,2.18 ,8 
Virginia.1989,1.23 ,0.31 ,0.65 ,2.19 ,7 
Virginia.1988,1.31 ,0.25 ,0.68 ,2.24 ,7 
Virginia.1987,1.40 ,0.26 ,0.71 ,2.36 ,7 
Virginia.1986,1.52 ,0.27 ,0.73 ,2.53 ,6 
Virginia.1985,1.46 ,0.30 ,0.79 ,2.55 ,6 
Virginia.1984,1.46 ,0.29 ,0.80 ,2.55 ,6 
Virginia.1983,1.47 ,0.27 ,0.82 ,2.57 ,6 
Virginia.1982,1.45 ,0.27 ,0.86 ,2.59 ,6 
Virginia.1981,1.23 ,0.27 ,0.89 ,2.39 ,7 
Virginia.1980,1.23 ,0.25 ,0.91 ,2.39 ,7 
Virginia.1979,1.23 ,0.25 ,0.92 ,2.40 ,8 
Virginia.1978,1.22 ,0.21 ,0.90 ,2.33 ,8 
Virginia.1977,1.19 ,0.21 ,0.90 ,2.30 ,7 
Washington.2009,1.09 ,0.51 ,0.74 ,2.34 ,6 
Washington.2008,1.09 ,0.50 ,0.76 ,2.35 ,6 
Washington.2007,1.11 ,0.50 ,0.74 ,2.35 ,6 
Washington.2006,1.05 ,0.48 ,0.71 ,2.24 ,7 
Washington.2005,1.10 ,0.55 ,0.68 ,2.33 ,6 
Washington.2004,1.04 ,0.46 ,0.69 ,2.20 ,7 
Washington.2003,1.05 ,0.46 ,0.67 ,2.19 ,7 
Washington.2002,1.08 ,0.42 ,0.65 ,2.16 ,7 
Washington.2001,1.08 ,0.40 ,0.65 ,2.13 ,7 
Washington.2000,1.09 ,0.41 ,0.66 ,2.16 ,7 
